Index, Number of instances, Number of prey, Number of carnivorous, Average prey production, Average prey eaten, Average carnivorous production, Average carnivorous eaten
447, 352, 135, 217, 0.83, 3.62, 0.31, 0.82
448, 349, 132, 217, 0.79, 3.6, 0.31, 0.83
449, 349, 132, 217, 0.79, 3.61, 0.31, 0.83
450, 349, 132, 217, 0.79, 3.61, 0.31, 0.83
451, 349, 132, 217, 0.79, 3.61, 0.31, 0.83
452, 350, 133, 217, 0.79, 3.59, 0.31, 0.83
453, 350, 133, 217, 0.79, 3.59, 0.31, 0.83
454, 351, 133, 218, 0.79, 3.6, 0.31, 0.83
455, 350, 132, 218, 0.8, 3.62, 0.31, 0.83
456, 351, 133, 218, 0.8, 3.6, 0.31, 0.83
457, 354, 134, 220, 0.8, 3.58, 0.32, 0.83
458, 353, 133, 220, 0.8, 3.59, 0.32, 0.83
459, 354, 133, 221, 0.8, 3.59, 0.32, 0.83
460, 354, 133, 221, 0.8, 3.62, 0.32, 0.83
461, 355, 133, 222, 0.8, 3.62, 0.32, 0.83
462, 354, 132, 222, 0.81, 3.64, 0.32, 0.83
463, 354, 132, 222, 0.81, 3.65, 0.32, 0.83
464, 349, 127, 222, 0.81, 3.72, 0.32, 0.86
465, 348, 126, 222, 0.82, 3.72, 0.32, 0.86
466, 351, 129, 222, 0.82, 3.64, 0.32, 0.86
467, 351, 129, 222, 0.82, 3.66, 0.32, 0.86
468, 353, 129, 224, 0.82, 3.68, 0.33, 0.85
469, 353, 129, 224, 0.82, 3.69, 0.33, 0.85
470, 355, 130, 225, 0.82, 3.66, 0.33, 0.85
471, 354, 129, 225, 0.83, 3.67, 0.33, 0.85
472, 354, 129, 225, 0.83, 3.67, 0.33, 0.85
473, 353, 128, 225, 0.83, 3.7, 0.33, 0.86
474, 352, 127, 225, 0.83, 3.73, 0.33, 0.86
475, 352, 127, 225, 0.83, 3.73, 0.33, 0.86
476, 353, 128, 225, 0.84, 3.67, 0.33, 0.87
477, 353, 128, 225, 0.84, 3.69, 0.33, 0.87
478, 353, 128, 225, 0.84, 3.71, 0.33, 0.87
479, 354, 129, 225, 0.84, 3.7, 0.33, 0.87
480, 352, 127, 225, 0.84, 3.74, 0.33, 0.88
481, 352, 127, 225, 0.84, 3.75, 0.33, 0.88
482, 352, 127, 225, 0.84, 3.75, 0.33, 0.88
483, 353, 128, 225, 0.84, 3.72, 0.33, 0.88
484, 352, 127, 225, 0.85, 3.76, 0.33, 0.89
485, 352, 127, 225, 0.85, 3.77, 0.33, 0.89
486, 352, 127, 225, 0.85, 3.78, 0.33, 0.89
487, 353, 128, 225, 0.85, 3.75, 0.33, 0.89
488, 353, 127, 226, 0.85, 3.79, 0.34, 0.89
489, 353, 127, 226, 0.85, 3.8, 0.34, 0.89
490, 353, 127, 226, 0.85, 3.8, 0.34, 0.89
491, 353, 127, 226, 0.85, 3.81, 0.34, 0.89
492, 353, 127, 226, 0.85, 3.81, 0.34, 0.89
493, 353, 127, 226, 0.85, 3.83, 0.34, 0.89
494, 353, 127, 226, 0.85, 3.83, 0.34, 0.89
495, 353, 127, 226, 0.85, 3.83, 0.34, 0.89
496, 350, 124, 226, 0.86, 3.85, 0.34, 0.9
497, 350, 124, 226, 0.86, 3.85, 0.34, 0.9
498, 350, 124, 226, 0.86, 3.85, 0.34, 0.9
499, 350, 124, 226, 0.86, 3.85, 0.34, 0.9
500, 350, 124, 226, 0.86, 3.86, 0.34, 0.9
501, 349, 123, 226, 0.85, 3.8, 0.34, 0.91
502, 351, 125, 226, 0.85, 3.74, 0.34, 0.91
503, 350, 124, 226, 0.85, 3.76, 0.34, 0.92
504, 349, 123, 226, 0.83, 3.79, 0.34, 0.92
505, 349, 123, 226, 0.83, 3.8, 0.34, 0.92
506, 348, 122, 226, 0.8, 3.83, 0.34, 0.92
507, 348, 122, 226, 0.8, 3.84, 0.34, 0.92
508, 349, 123, 226, 0.8, 3.8, 0.34, 0.92
509, 349, 123, 226, 0.8, 3.81, 0.34, 0.92
510, 350, 123, 227, 0.8, 3.82, 0.34, 0.92
511, 352, 125, 227, 0.8, 3.76, 0.34, 0.92
512, 348, 121, 227, 0.82, 3.79, 0.34, 0.94
513, 348, 121, 227, 0.82, 3.8, 0.34, 0.94
514, 349, 122, 227, 0.82, 3.78, 0.34, 0.94
515, 350, 121, 229, 0.83, 3.79, 0.34, 0.94
516, 352, 122, 230, 0.83, 3.76, 0.35, 0.93
517, 352, 122, 230, 0.83, 3.77, 0.35, 0.93
518, 352, 122, 230, 0.83, 3.78, 0.35, 0.93
519, 352, 122, 230, 0.83, 3.78, 0.35, 0.93
520, 352, 122, 230, 0.83, 3.78, 0.35, 0.93
521, 352, 122, 230, 0.83, 3.79, 0.35, 0.93
522, 352, 122, 230, 0.83, 3.79, 0.35, 0.93
523, 352, 122, 230, 0.83, 3.79, 0.35, 0.93
524, 351, 121, 230, 0.83, 3.81, 0.35, 0.94
525, 352, 122, 230, 0.84, 3.79, 0.35, 0.94
526, 353, 122, 231, 0.84, 3.79, 0.35, 0.94
527, 353, 122, 231, 0.84, 3.79, 0.35, 0.94
528, 348, 117, 231, 0.82, 3.73, 0.35, 0.96
529, 347, 116, 231, 0.83, 3.67, 0.35, 0.97
530, 347, 116, 231, 0.83, 3.68, 0.35, 0.97
531, 347, 116, 231, 0.83, 3.68, 0.35, 0.97
532, 348, 117, 231, 0.83, 3.65, 0.35, 0.97
533, 348, 117, 231, 0.83, 3.65, 0.35, 0.97
534, 348, 117, 231, 0.83, 3.65, 0.35, 0.97
535, 348, 117, 231, 0.83, 3.65, 0.35, 0.97
536, 349, 118, 231, 0.83, 3.62, 0.35, 0.97
537, 348, 117, 231, 0.83, 3.66, 0.35, 0.97
538, 349, 118, 231, 0.83, 3.64, 0.35, 0.97
539, 349, 118, 231, 0.83, 3.66, 0.35, 0.97
540, 349, 118, 231, 0.83, 3.67, 0.35, 0.97
541, 349, 118, 231, 0.83, 3.67, 0.35, 0.97
542, 350, 118, 232, 0.83, 3.67, 0.35, 0.97
543, 350, 118, 232, 0.83, 3.68, 0.35, 0.97
544, 346, 113, 233, 0.81, 3.73, 0.36, 0.98
545, 345, 112, 233, 0.82, 3.76, 0.36, 0.99
546, 347, 114, 233, 0.82, 3.69, 0.36, 0.99
547, 347, 114, 233, 0.83, 3.68, 0.36, 0.99
548, 348, 114, 234, 0.83, 3.72, 0.36, 0.99
549, 349, 115, 234, 0.83, 3.7, 0.36, 0.99
550, 351, 117, 234, 0.84, 3.67, 0.36, 0.99
551, 351, 117, 234, 0.84, 3.7, 0.36, 0.99
552, 351, 117, 234, 0.84, 3.71, 0.36, 0.99
553, 352, 117, 235, 0.84, 3.71, 0.36, 0.98
554, 353, 118, 235, 0.84, 3.68, 0.36, 0.98
555, 353, 118, 235, 0.84, 3.68, 0.36, 0.98
556, 353, 118, 235, 0.84, 3.68, 0.36, 0.98
557, 354, 118, 236, 0.84, 3.69, 0.36, 0.98
558, 353, 117, 236, 0.83, 3.72, 0.36, 0.98
559, 353, 117, 236, 0.83, 3.73, 0.36, 0.98
560, 353, 117, 236, 0.83, 3.73, 0.36, 0.98
561, 353, 116, 237, 0.82, 3.67, 0.37, 0.99
562, 353, 116, 237, 0.82, 3.67, 0.37, 0.99
563, 354, 116, 238, 0.82, 3.67, 0.37, 0.98
564, 354, 116, 238, 0.82, 3.67, 0.37, 0.98
565, 355, 117, 238, 0.82, 3.65, 0.37, 0.98
566, 355, 117, 238, 0.82, 3.67, 0.37, 0.98
567, 355, 117, 238, 0.83, 3.66, 0.37, 0.99
568, 358, 120, 238, 0.83, 3.59, 0.37, 0.99
569, 357, 119, 238, 0.84, 3.61, 0.37, 0.99
570, 359, 119, 240, 0.84, 3.65, 0.38, 0.98
571, 360, 119, 241, 0.84, 3.67, 0.38, 0.98
572, 360, 119, 241, 0.84, 3.68, 0.38, 0.98
573, 361, 119, 242, 0.84, 3.68, 0.38, 0.98
574, 361, 119, 242, 0.84, 3.68, 0.38, 0.98
575, 363, 121, 242, 0.84, 3.62, 0.38, 0.98
576, 360, 118, 242, 0.86, 3.64, 0.38, 0.99
577, 361, 119, 242, 0.86, 3.62, 0.38, 0.99
578, 361, 119, 242, 0.86, 3.64, 0.38, 0.99
579, 360, 118, 242, 0.86, 3.64, 0.38, 1.0
580, 361, 118, 243, 0.86, 3.65, 0.38, 0.99
581, 361, 118, 243, 0.86, 3.67, 0.38, 0.99
582, 361, 118, 243, 0.86, 3.67, 0.38, 0.99
583, 361, 118, 243, 0.86, 3.68, 0.38, 0.99
584, 361, 118, 243, 0.86, 3.68, 0.38, 0.99
585, 361, 118, 243, 0.86, 3.68, 0.38, 0.99
586, 362, 119, 243, 0.87, 3.65, 0.38, 0.99
587, 362, 119, 243, 0.87, 3.66, 0.38, 0.99
588, 362, 119, 243, 0.87, 3.67, 0.38, 0.99
589, 362, 119, 243, 0.87, 3.68, 0.38, 0.99
590, 362, 119, 243, 0.87, 3.71, 0.39, 0.99
591, 362, 119, 243, 0.87, 3.71, 0.39, 0.99
592, 355, 112, 243, 0.84, 3.72, 0.39, 1.02
593, 356, 113, 243, 0.84, 3.69, 0.39, 1.02
594, 356, 113, 243, 0.84, 3.73, 0.39, 1.02
595, 357, 113, 244, 0.84, 3.73, 0.39, 1.02
596, 357, 113, 244, 0.84, 3.73, 0.39, 1.02
597, 360, 114, 246, 0.84, 3.69, 0.39, 1.01
598, 361, 114, 247, 0.84, 3.7, 0.4, 1.0
599, 361, 114, 247, 0.84, 3.71, 0.4, 1.0
600, 361, 114, 247, 0.84, 3.72, 0.4, 1.0
601, 362, 114, 248, 0.84, 3.73, 0.4, 1.0
602, 363, 115, 248, 0.84, 3.7, 0.4, 1.0
603, 365, 117, 248, 0.85, 3.65, 0.4, 1.0
604, 368, 117, 251, 0.85, 3.68, 0.41, 0.99
605, 369, 117, 252, 0.85, 3.64, 0.41, 0.99
606, 369, 117, 252, 0.85, 3.65, 0.41, 0.99
607, 370, 118, 252, 0.86, 3.63, 0.41, 0.99
608, 368, 116, 252, 0.86, 3.63, 0.41, 1.0
609, 367, 115, 252, 0.87, 3.65, 0.41, 1.0
610, 367, 115, 252, 0.87, 3.65, 0.41, 1.0
611, 367, 115, 252, 0.87, 3.66, 0.41, 1.0
612, 368, 115, 253, 0.87, 3.68, 0.41, 1.0
613, 368, 115, 253, 0.88, 3.65, 0.41, 1.0
614, 368, 115, 253, 0.88, 3.66, 0.41, 1.0
615, 368, 115, 253, 0.88, 3.67, 0.41, 1.0
616, 368, 115, 253, 0.88, 3.68, 0.41, 1.0
617, 367, 114, 253, 0.88, 3.71, 0.41, 1.0
618, 367, 114, 253, 0.88, 3.71, 0.41, 1.0
619, 366, 113, 253, 0.87, 3.64, 0.41, 1.01
620, 367, 114, 253, 0.87, 3.61, 0.41, 1.01
621, 368, 114, 254, 0.87, 3.61, 0.41, 1.0
622, 370, 116, 254, 0.87, 3.56, 0.41, 1.0
623, 372, 118, 254, 0.87, 3.52, 0.41, 1.0
624, 366, 112, 254, 0.91, 3.5, 0.41, 1.03
625, 366, 112, 254, 0.91, 3.51, 0.41, 1.03
626, 367, 112, 255, 0.91, 3.51, 0.42, 1.03
627, 367, 112, 255, 0.92, 3.51, 0.42, 1.03
628, 367, 112, 255, 0.92, 3.52, 0.42, 1.03
629, 367, 112, 255, 0.92, 3.52, 0.42, 1.03
630, 368, 112, 256, 0.92, 3.52, 0.42, 1.03
631, 368, 112, 256, 0.92, 3.52, 0.42, 1.03
632, 368, 112, 256, 0.92, 3.52, 0.42, 1.03
633, 368, 112, 256, 0.92, 3.52, 0.42, 1.03
634, 368, 112, 256, 0.92, 3.52, 0.42, 1.03
635, 368, 112, 256, 0.92, 3.54, 0.42, 1.03
636, 368, 112, 256, 0.92, 3.55, 0.42, 1.03
637, 368, 112, 256, 0.92, 3.56, 0.42, 1.03
638, 367, 111, 256, 0.9, 3.62, 0.42, 1.03
639, 367, 111, 256, 0.9, 3.62, 0.42, 1.03
640, 365, 109, 256, 0.92, 3.65, 0.42, 1.04
641, 365, 109, 256, 0.92, 3.65, 0.42, 1.04
642, 366, 110, 256, 0.92, 3.62, 0.42, 1.04
643, 366, 110, 256, 0.92, 3.64, 0.42, 1.04
644, 366, 110, 256, 0.92, 3.65, 0.42, 1.04
645, 366, 110, 256, 0.92, 3.67, 0.42, 1.04
646, 366, 110, 256, 0.92, 3.68, 0.42, 1.04
647, 365, 109, 256, 0.92, 3.72, 0.42, 1.04
648, 365, 109, 256, 0.92, 3.72, 0.42, 1.04
649, 365, 109, 256, 0.92, 3.72, 0.42, 1.04
650, 367, 110, 257, 0.92, 3.69, 0.42, 1.04
651, 367, 110, 257, 0.93, 3.65, 0.42, 1.04
652, 368, 111, 257, 0.93, 3.64, 0.42, 1.04
653, 367, 110, 257, 0.92, 3.64, 0.42, 1.05
654, 367, 110, 257, 0.92, 3.65, 0.42, 1.05
655, 368, 111, 257, 0.92, 3.63, 0.42, 1.05
656, 366, 109, 257, 0.9, 3.59, 0.42, 1.06
657, 366, 109, 257, 0.9, 3.6, 0.42, 1.06
658, 366, 109, 257, 0.9, 3.62, 0.42, 1.06
659, 366, 109, 257, 0.9, 3.62, 0.42, 1.06
660, 366, 109, 257, 0.9, 3.62, 0.42, 1.06
661, 365, 108, 257, 0.9, 3.66, 0.42, 1.06
662, 365, 108, 257, 0.9, 3.66, 0.42, 1.06
663, 365, 108, 257, 0.9, 3.66, 0.42, 1.06
664, 365, 108, 257, 0.9, 3.66, 0.42, 1.06
665, 366, 109, 257, 0.9, 3.63, 0.42, 1.06
666, 367, 110, 257, 0.9, 3.61, 0.42, 1.06
667, 368, 110, 258, 0.9, 3.62, 0.42, 1.06
668, 369, 111, 258, 0.9, 3.59, 0.42, 1.06
669, 370, 112, 258, 0.9, 3.55, 0.42, 1.06
670, 370, 112, 258, 0.9, 3.57, 0.42, 1.06
671, 371, 113, 258, 0.9, 3.55, 0.42, 1.06
672, 370, 112, 258, 0.94, 3.55, 0.42, 1.07
673, 368, 110, 258, 0.93, 3.54, 0.42, 1.08
674, 368, 110, 258, 0.93, 3.55, 0.42, 1.08
675, 369, 111, 258, 0.93, 3.51, 0.42, 1.08
676, 369, 111, 258, 0.93, 3.52, 0.42, 1.08
677, 369, 111, 258, 0.93, 3.53, 0.42, 1.08
678, 370, 112, 258, 0.93, 3.5, 0.42, 1.08
679, 373, 114, 259, 0.93, 3.45, 0.42, 1.08
680, 374, 115, 259, 0.93, 3.44, 0.42, 1.08
681, 374, 115, 259, 0.93, 3.47, 0.42, 1.08
682, 375, 116, 259, 0.93, 3.46, 0.42, 1.08
683, 375, 116, 259, 0.93, 3.48, 0.42, 1.08
684, 376, 117, 259, 0.93, 3.46, 0.42, 1.08
685, 376, 117, 259, 0.93, 3.48, 0.42, 1.08
686, 376, 117, 259, 0.93, 3.48, 0.42, 1.08
687, 376, 117, 259, 0.93, 3.48, 0.42, 1.08
688, 376, 116, 260, 0.94, 3.5, 0.43, 1.08
689, 375, 115, 260, 0.95, 3.52, 0.43, 1.08
690, 376, 116, 260, 0.95, 3.49, 0.43, 1.08
691, 376, 116, 260, 0.95, 3.49, 0.43, 1.08
692, 376, 116, 260, 0.95, 3.5, 0.43, 1.08
693, 376, 116, 260, 0.95, 3.5, 0.43, 1.08
694, 375, 115, 260, 0.96, 3.54, 0.43, 1.08
695, 375, 115, 260, 0.96, 3.55, 0.43, 1.08
696, 376, 115, 261, 0.96, 3.56, 0.43, 1.08
697, 376, 115, 261, 0.93, 3.49, 0.43, 1.08
698, 376, 115, 261, 0.93, 3.49, 0.43, 1.08
699, 376, 115, 261, 0.93, 3.5, 0.43, 1.08
700, 376, 115, 261, 0.93, 3.5, 0.43, 1.08
701, 375, 114, 261, 0.94, 3.52, 0.43, 1.09
702, 375, 114, 261, 0.94, 3.54, 0.43, 1.09
703, 375, 114, 261, 0.94, 3.54, 0.43, 1.09
704, 374, 113, 261, 0.95, 3.57, 0.43, 1.1
705, 374, 113, 261, 0.95, 3.58, 0.43, 1.1
706, 375, 114, 261, 0.95, 3.54, 0.43, 1.1
707, 375, 114, 261, 0.95, 3.55, 0.43, 1.1
708, 375, 114, 261, 0.95, 3.56, 0.43, 1.1
709, 375, 114, 261, 0.95, 3.56, 0.43, 1.1
710, 375, 114, 261, 0.95, 3.57, 0.43, 1.1
711, 376, 115, 261, 0.95, 3.55, 0.43, 1.1
712, 376, 115, 261, 0.95, 3.56, 0.43, 1.1
713, 375, 114, 261, 0.95, 3.59, 0.43, 1.1
714, 375, 114, 261, 0.95, 3.6, 0.43, 1.1
715, 375, 114, 261, 0.95, 3.6, 0.43, 1.1
716, 375, 114, 261, 0.95, 3.61, 0.43, 1.1
717, 375, 113, 262, 0.96, 3.65, 0.43, 1.1
718, 375, 113, 262, 0.96, 3.65, 0.43, 1.1
719, 377, 115, 262, 0.96, 3.59, 0.43, 1.1
720, 373, 111, 262, 0.95, 3.53, 0.43, 1.11
721, 374, 111, 263, 0.95, 3.54, 0.43, 1.11
722, 374, 111, 263, 0.95, 3.55, 0.43, 1.11
723, 374, 111, 263, 0.95, 3.57, 0.43, 1.11
724, 375, 112, 263, 0.96, 3.54, 0.43, 1.11
725, 375, 112, 263, 0.96, 3.56, 0.43, 1.11
726, 375, 112, 263, 0.96, 3.58, 0.43, 1.11
727, 375, 112, 263, 0.96, 3.61, 0.43, 1.11
728, 375, 112, 263, 0.96, 3.61, 0.43, 1.11
729, 374, 112, 262, 0.96, 3.62, 0.44, 1.11
730, 375, 113, 262, 0.96, 3.59, 0.44, 1.11
731, 375, 113, 262, 0.96, 3.6, 0.44, 1.11
732, 375, 113, 262, 0.96, 3.6, 0.44, 1.11
733, 376, 114, 262, 0.96, 3.57, 0.44, 1.11
734, 377, 115, 262, 0.96, 3.54, 0.44, 1.11
735, 377, 115, 262, 0.96, 3.56, 0.44, 1.11
736, 376, 114, 262, 0.96, 3.59, 0.44, 1.12
737, 377, 115, 262, 0.97, 3.56, 0.44, 1.12
738, 377, 115, 262, 0.97, 3.57, 0.44, 1.12
739, 375, 113, 262, 0.96, 3.58, 0.44, 1.13
740, 376, 114, 262, 0.96, 3.56, 0.44, 1.13
741, 375, 114, 261, 0.97, 3.56, 0.44, 1.13
742, 375, 114, 261, 0.97, 3.57, 0.44, 1.13
743, 374, 113, 261, 0.95, 3.5, 0.44, 1.14
744, 374, 113, 261, 0.95, 3.5, 0.44, 1.14
745, 375, 113, 262, 0.95, 3.51, 0.44, 1.13
746, 375, 113, 262, 0.95, 3.53, 0.44, 1.13
747, 376, 114, 262, 0.95, 3.5, 0.44, 1.13
748, 376, 114, 262, 0.95, 3.51, 0.44, 1.13
749, 377, 114, 263, 0.95, 3.51, 0.44, 1.13
750, 379, 115, 264, 0.95, 3.48, 0.44, 1.13
751, 379, 115, 264, 0.95, 3.48, 0.44, 1.13
752, 374, 111, 263, 0.91, 3.37, 0.44, 1.14
753, 374, 111, 263, 0.91, 3.37, 0.44, 1.14
754, 373, 110, 263, 0.92, 3.4, 0.44, 1.15
755, 373, 110, 263, 0.92, 3.42, 0.44, 1.15
756, 374, 111, 263, 0.92, 3.36, 0.44, 1.15
757, 373, 110, 263, 0.91, 3.33, 0.44, 1.16
758, 374, 110, 264, 0.9, 3.3, 0.45, 1.16
759, 374, 110, 264, 0.91, 3.3, 0.45, 1.16
760, 376, 111, 265, 0.91, 3.29, 0.45, 1.15
761, 378, 112, 266, 0.91, 3.27, 0.45, 1.15
762, 378, 112, 266, 0.91, 3.28, 0.45, 1.15
763, 378, 112, 266, 0.91, 3.29, 0.45, 1.15
764, 378, 112, 266, 0.91, 3.3, 0.45, 1.15
765, 379, 113, 266, 0.91, 3.27, 0.45, 1.15
766, 381, 115, 266, 0.91, 3.22, 0.45, 1.15
767, 381, 115, 266, 0.91, 3.23, 0.45, 1.15
768, 379, 112, 267, 0.89, 3.29, 0.45, 1.16
769, 379, 112, 267, 0.89, 3.29, 0.45, 1.16
770, 380, 113, 267, 0.89, 3.29, 0.45, 1.16
771, 380, 113, 267, 0.89, 3.32, 0.45, 1.16
772, 382, 115, 267, 0.9, 3.27, 0.45, 1.16
773, 383, 116, 267, 0.9, 3.28, 0.45, 1.16
774, 384, 117, 267, 0.89, 3.23, 0.45, 1.16
775, 384, 117, 267, 0.89, 3.25, 0.45, 1.16
776, 383, 116, 267, 0.88, 3.19, 0.45, 1.17
777, 383, 116, 267, 0.88, 3.19, 0.45, 1.17
778, 382, 115, 267, 0.89, 3.22, 0.45, 1.17
779, 382, 115, 267, 0.89, 3.22, 0.45, 1.17
780, 383, 116, 267, 0.89, 3.21, 0.45, 1.17
781, 383, 116, 267, 0.89, 3.22, 0.45, 1.17
782, 383, 116, 267, 0.89, 3.22, 0.45, 1.17
783, 383, 116, 267, 0.89, 3.24, 0.45, 1.17
784, 381, 113, 268, 0.9, 3.29, 0.46, 1.18
785, 378, 110, 268, 0.92, 3.38, 0.46, 1.19
786, 378, 110, 268, 0.92, 3.4, 0.46, 1.19
787, 379, 111, 268, 0.92, 3.37, 0.46, 1.19
788, 379, 111, 268, 0.92, 3.38, 0.46, 1.19
789, 380, 112, 268, 0.92, 3.36, 0.46, 1.19
790, 380, 112, 268, 0.92, 3.37, 0.46, 1.19
791, 381, 113, 268, 0.92, 3.35, 0.46, 1.19
792, 383, 115, 268, 0.92, 3.31, 0.46, 1.19
793, 385, 116, 269, 0.92, 3.29, 0.46, 1.19
794, 386, 117, 269, 0.92, 3.27, 0.46, 1.19
795, 386, 117, 269, 0.92, 3.28, 0.46, 1.19
796, 386, 117, 269, 0.92, 3.28, 0.46, 1.19
797, 386, 117, 269, 0.92, 3.29, 0.46, 1.19
798, 386, 117, 269, 0.92, 3.29, 0.46, 1.19
799, 386, 117, 269, 0.92, 3.3, 0.46, 1.19
800, 383, 113, 270, 0.96, 3.35, 0.46, 1.2
801, 382, 112, 270, 0.96, 3.38, 0.46, 1.2
802, 382, 112, 270, 0.96, 3.38, 0.46, 1.2
803, 381, 111, 270, 0.97, 3.41, 0.46, 1.21
804, 381, 111, 270, 0.97, 3.41, 0.46, 1.21
805, 381, 111, 270, 0.97, 3.42, 0.46, 1.21
806, 382, 112, 270, 0.97, 3.4, 0.46, 1.21
807, 382, 112, 270, 0.97, 3.41, 0.46, 1.21
808, 382, 112, 270, 0.97, 3.43, 0.46, 1.21
809, 382, 112, 270, 0.97, 3.45, 0.46, 1.21
810, 383, 113, 270, 0.97, 3.42, 0.46, 1.21
811, 385, 113, 272, 0.97, 3.44, 0.46, 1.2
812, 385, 113, 272, 0.97, 3.46, 0.46, 1.2
813, 385, 113, 272, 0.97, 3.47, 0.46, 1.2
814, 386, 114, 272, 0.97, 3.46, 0.46, 1.2
815, 386, 114, 272, 0.97, 3.46, 0.46, 1.2
816, 384, 112, 272, 0.97, 3.53, 0.46, 1.21
817, 385, 113, 272, 0.97, 3.5, 0.46, 1.21
818, 386, 114, 272, 0.97, 3.46, 0.46, 1.21
819, 386, 114, 272, 0.97, 3.46, 0.46, 1.21
820, 386, 114, 272, 0.98, 3.46, 0.46, 1.21
821, 388, 116, 272, 0.98, 3.41, 0.46, 1.21
822, 388, 116, 272, 0.98, 3.41, 0.46, 1.21
823, 389, 116, 273, 0.98, 3.43, 0.47, 1.2
824, 389, 116, 273, 0.98, 3.43, 0.47, 1.2
825, 389, 116, 273, 0.98, 3.44, 0.47, 1.2
826, 389, 116, 273, 0.98, 3.45, 0.47, 1.2
827, 390, 117, 273, 0.98, 3.42, 0.47, 1.2
828, 390, 117, 273, 0.98, 3.43, 0.47, 1.2
829, 390, 116, 274, 0.99, 3.43, 0.47, 1.2
830, 391, 117, 274, 0.99, 3.42, 0.47, 1.2
831, 392, 117, 275, 0.99, 3.43, 0.47, 1.2
832, 390, 115, 275, 0.97, 3.43, 0.47, 1.2
833, 390, 115, 275, 0.97, 3.41, 0.47, 1.21
834, 391, 115, 276, 0.97, 3.43, 0.47, 1.2
835, 392, 116, 276, 0.97, 3.4, 0.47, 1.2
836, 393, 116, 277, 0.97, 3.4, 0.47, 1.2
837, 395, 116, 279, 0.97, 3.4, 0.48, 1.19
838, 394, 116, 278, 0.97, 3.4, 0.48, 1.19
839, 394, 115, 279, 0.96, 3.36, 0.48, 1.19
840, 393, 114, 279, 0.96, 3.34, 0.48, 1.2
841, 394, 115, 279, 0.96, 3.32, 0.48, 1.2
842, 394, 115, 279, 0.96, 3.32, 0.48, 1.2
843, 394, 115, 279, 0.96, 3.34, 0.48, 1.2
844, 394, 115, 279, 0.96, 3.35, 0.48, 1.2
845, 394, 115, 279, 0.96, 3.35, 0.48, 1.2
846, 392, 114, 278, 0.96, 3.37, 0.48, 1.21
847, 392, 114, 278, 0.96, 3.38, 0.48, 1.21
848, 387, 109, 278, 0.94, 3.43, 0.48, 1.23
849, 387, 109, 278, 0.95, 3.42, 0.48, 1.24
850, 387, 109, 278, 0.95, 3.43, 0.48, 1.24
851, 387, 109, 278, 0.95, 3.44, 0.48, 1.24
852, 388, 110, 278, 0.95, 3.41, 0.48, 1.24
853, 389, 111, 278, 0.95, 3.39, 0.48, 1.24
854, 389, 111, 278, 0.95, 3.39, 0.48, 1.24
855, 388, 110, 278, 0.95, 3.38, 0.48, 1.24
856, 389, 110, 279, 0.95, 3.39, 0.48, 1.24
857, 389, 110, 279, 0.95, 3.39, 0.48, 1.24
858, 387, 108, 279, 0.96, 3.45, 0.48, 1.24
859, 387, 108, 279, 0.96, 3.48, 0.48, 1.24
860, 388, 109, 279, 0.96, 3.45, 0.48, 1.24
861, 390, 111, 279, 0.96, 3.41, 0.48, 1.24
862, 390, 110, 280, 0.97, 3.45, 0.49, 1.24
863, 389, 110, 279, 0.97, 3.48, 0.49, 1.25
864, 385, 108, 277, 0.99, 3.55, 0.48, 1.26
865, 385, 108, 277, 0.99, 3.56, 0.48, 1.26
866, 386, 109, 277, 0.99, 3.52, 0.48, 1.26
867, 386, 109, 277, 0.99, 3.52, 0.48, 1.26
868, 386, 109, 277, 0.99, 3.52, 0.48, 1.26
869, 386, 109, 277, 0.99, 3.52, 0.48, 1.26
870, 386, 109, 277, 0.99, 3.53, 0.48, 1.26
871, 387, 110, 277, 0.99, 3.51, 0.48, 1.26
872, 388, 110, 278, 0.99, 3.52, 0.48, 1.26
873, 389, 111, 278, 0.99, 3.5, 0.48, 1.26
874, 390, 112, 278, 0.99, 3.47, 0.48, 1.26
875, 390, 112, 278, 0.99, 3.49, 0.48, 1.26
876, 388, 110, 278, 0.98, 3.54, 0.48, 1.26
877, 390, 111, 279, 0.98, 3.51, 0.48, 1.26
878, 390, 111, 279, 0.98, 3.53, 0.48, 1.26
879, 390, 111, 279, 0.98, 3.54, 0.48, 1.26
880, 387, 107, 280, 0.98, 3.62, 0.48, 1.27
881, 387, 107, 280, 0.98, 3.62, 0.48, 1.27
882, 390, 110, 280, 0.98, 3.52, 0.48, 1.27
883, 391, 110, 281, 0.98, 3.54, 0.48, 1.26
884, 391, 110, 281, 0.98, 3.55, 0.48, 1.26
885, 392, 111, 281, 0.98, 3.54, 0.48, 1.26
886, 392, 111, 281, 0.98, 3.55, 0.48, 1.26
887, 393, 111, 282, 0.98, 3.56, 0.49, 1.26
888, 396, 112, 284, 0.98, 3.53, 0.49, 1.25
889, 394, 110, 284, 0.98, 3.57, 0.49, 1.26
890, 393, 110, 283, 0.98, 3.57, 0.49, 1.26
891, 392, 110, 282, 0.98, 3.58, 0.49, 1.27
892, 393, 111, 282, 0.98, 3.55, 0.49, 1.27
893, 393, 111, 282, 0.98, 3.56, 0.49, 1.27
894, 394, 111, 283, 0.98, 3.58, 0.49, 1.26
895, 394, 111, 283, 0.98, 3.59, 0.49, 1.26
